user,relevant,developer
"I use google maps quite a bit, mostly to find restaurants that are open at the time I’m using the app. With the new changes I can’t view menus anymore, just amateur photos of food without prices or descriptions. This is not helpful at all. Again, this is not helpful at all. I don’t care what the food looks like but what it taste like and it’s price point. I want to see the actual menu so I can read descriptions of ingredients which I need to know as I often have to follow dietary restrictions due to Crohn’s disease.",0,
I recently took a trip and selected the avoid tolls option. But when I went through the maps the route did not say whether or not there was a toll and since I said avoid tolls I assumed I didn’t have to. But it took me to a toll bridge which cost me $15! I use Waze much more often because it tells me if there are tolls and how much I’m paying for them. This was a huge disappointment.,0,
"I’ve been using google maps forever, and lately there is a completely awful lag time, to the point I’ve missed exits because the map will just freeze and tell me I have like 3 miles still even if it’s down to .2 miles...even when my phone has full bars of service. I guess bright side is I’ve learned to just be more aware of my location at any given time, but seriously I continuously check for updates and they haven’t even addressed this issue. It’s dangerous because I frequently drive in places I’m unfamiliar with and I got misguided once into a wooded area with no service. Please fix!!!",0,
So I have a iPhone 7plus and I have to maps because the phone comes with apple maps installed but I need google maps to use google when I search things which is constantly. Anywho I was searching 1 particular place initially through google maps but when I got to the location it nothing was there but grass and alligators lol then switched and said I was a hour away so I switched to apple maps input the address and determined it took me down a dead end on the opposite of the appropriate address. Long story long lol I’m using apple maps more.,0,
Thanks for being there always when I’m lost and don’t know the my destination... you always showed me the way!! Because of you I knew I’m not lost and never will be..!!! Who needs a real gprs when you have the best one in your cellphone!!! I’m using google map for last 5 Years and I found thi is the best. Now they even have offline version.. so if there’s no internet don’t worry about it at all.. I love google map!!,0,
"Google Maps is the BEST map app IMO! The only hiccup is that I can’t get directions for passes covered by snow during the late fall through late spring. For example, when planning trips to Yosemite, Rocky Mountain National, Yellowstone, and the like you cannot plot directions during the winter in preparation for summer trips. Wish the folks at Google would make a workaround for that, but otherwise, this is my go to GPS and mapping app. Happy traveling!",0,
I had found out about this app by a friend at Grace Congregational Church in Rutland. I happen to love going out to different places to eat and places of interest especially in my home town of Rutland. This is the best app by far to write reviews and track all the wonderful places we all go to in our own hometown of Rutland and beyond. Thank you Google Maps for a job well done. We all appreciate it at Grace Congregational,0,
"This app is without doubt the most useful app I have on my phone today, it’s fast and easy to use and gets me where I need to go. The traffic alerts and flow of traffic guide is just amazing information to have and I use it everyday, also being able to find restaurants and gas stations and get phone numbers all in the same app is great. I can’t recommend this app enough 👍🏻👍🏻",0,
"Today my wife and myself were looking for a new set of mattresses and visited the Mattress Firm store where Jose Rosas work.  There we received a super service and great advice, and responsiveness.  Enough to allow us to get the set of mattress we were looking for.;awesome! Thanks Jose for your wonderful service for the time that you provided to us explaining the different mattresses and for helping us making the right choice.  Thanks for a great product....kudos! José and Carmen Maldonado",0,
"More than 1/3 of my small map viewing screen is covered with the huge map directions / management panel, and there seems no way to make it disappear and still retain the route info. Optimized for very short travel? Pretty useless for those of us who want to use maps for cross-country or inter-state travel. And even with local travel, map view seems frozen rather than adjusting as you move along your chosen route. What are they thinking?? Time to switch to Apple maps--which are much improved in the last few years.",0,
"I use maps mostly to use public transit. When I look for buses to take, I have to rely on previous knowledge to find ones to take. I live in a fairly big city so I am not sure why every time I use the public transit option it only gives me transfers. It has a “fewer transfers” way to order the suggestions, but that does nothing. Often times, it will be a less than 10 minute walk to get to a single bus that will take me all the way home. It is silly that google has a fewer transfers options if it actually changes nothing",0,
"Do you engineer geeks ever actually USE what you develop. Remember, most of us common sense people don’t think backwards or in puzzles like you do. Don’t put too many features into this app. What you think is a really cool feature or idea, is really a complicated, over built disaster that we can’t navigate in order to simply do what maps was designed in concept to do. Make it simple and NEVER change it!!! It worked great 10 years ago!!!!!!!!!!!!",0,
I love being sent on a desert road instead of pavement routes.  I enjoy maps telling me to drive past a place then make a u turn to pull in their driveway. More and more google maps  has me make additional drive time so I get to see routes I would have no need to take otherwise.  All to often I have to say.... no I am going to take my own path... thank you google maps I believe you are devolving,0,
Google Maps is my go-to navigation but like many other reviewers I am frustrated with the latest update that has removed the ability to have traffic always showing. It is now a manual process every time. Not good to have to mess with when I'm driving. Please fix this. UPDATE: Woohoo the traffic layer now stays visible even when I close app. Updated to 5 stars.,0,
"For the past 3 weeks when ever I was traveling to new area google maps would tell me turn left here and go straight, but I wouldn’t hear a thing after that. When I checked I noticed that on the map it wasn’t reading my location at all. I triple checked to make sure that my location was on and everything was fine, and I don’t know why this has been happening. So lately before every trip I would have to memorize the directions before I drove off, I can’t look at the phone while driving so that’s the only option I have. I’ve been having the same exact problem with Waze as well",0,
So one of the most useful features that I utilize while using this app is when I am able to find the best priced gas station along my route when adding a stop. Now I don’t see any rates for gas stations after the update. Please...I really need this feature back... EDIT: Wow thank you google developers for actually seeing my review and taking great care. My issue has been completely fixed! Very pleased!!,1,"Thank you for letting us know about this issue, and your patience as we fixed the problem. We appreciate it! Google Maps should now be working as usual."
"Google Maps used to be my go to for navigation. But recently (the last few weeks) it has been messing up every route I take. The route on the map does not match the directions. For example, my route showed staying straight for more than a mile while the directions told me I would be taking a right in 100 feet. And when I continued straight as the route showed, the directions kept updating to tell me to turn right. There are also key directions missing. The app has failed to alert me of an exit I needed to take on multiple occasions. I was on the highway and the directions said to keep left to merge onto another highway. But what it failed to tell me was that I had to exit the current highway first and then keep left, which resulting in me missing my exit and adding 15 minutes to my route. After having Google Maps mess up my routes for over a week, I have decided to switch to Waze. It is much more reliable.",0,
Please go back to the old version before the update! It’s so annoying how when you click on a city or a country it doesn’t show any facts or information about the place it just shows “local” things to do and pictures of the entire place. All those things are fine but also bring back the short excerpt from Wikipedia that displayed some improvement info about the place you’re looking at!!,0,
"When you say “Stay on highway x or y” why? Just don’t tell us to turn off. You do that too much. I get tired of unnecessary updates every ten miles. Just tell me to stay on the highway for 100 miles, I don’t need 20 mile updates. It’s SO annoying. We come up on a normal stop light and it’ll say “keep left” when what it means is “don’t turn right”. Really you’re saying, keep going straight, but it makes me think I need to fight to get into the left lane for nothing! Please take away the unnecessary “keep left” and “keep right”",1,"Speed limits in navigation should be available in your country! Thank you for your patience as we roll this feature out. To use this feature (once it’s available to you) in the latest version of Google Maps just start driving navigation. In some locations, the maximum speed limit appears as a black and white box. In other locations, the maximum speed limit may appear as a red and white circle. You can learn more about this feature in this Google Maps Help Center article: https://support.google.com/maps/answer/3273406"
"Anytime I’m on the highway, it suggests a faster route. Great! Too bad that the new takes longer every single time with traffic lights. If I do decide to take the new route and make a turn sometimes it tells me the next turn, most times it doesn’t. A new thing it does is go offline and give me a time that’s a half hour shorter, then jumps back to the real time. It’s also started giving me a shorter online time, then decides to add ~10 minutes to it. I didn’t want to do this, but it looks like I’m going back to Apple Maps. Is there honestly ANY turn-by-turn app that’s reliable? Or is that just impossible?",0,
"I’ve been using google maps for years and have been very happy with its performance. However, in the past few weeks it’s performance has gone downhill, it is no longer reliable.  The app has trouble locating me and takes too long to switch to the next set of directions. As much as I hate to do this I have switched to a different navigation app. I can no longer rely on it to take me to new locations.",0,
"This was really the first time I had to use google maps. I’m an island girl from Kauai, so it’s easy to find places there. Berlin is a large, diverse city, and I was able to use Maps to navigate the city on the U-Bahn, buses and more! It made a great time for visiting my daughter, and helped me feel more empowered and independent! Now I’m watching my bus as it nears its destination in Denmark! You guys should when the Nobel Peace prize for peace and  ease of travel!!!!",0,
"I have only used Google Maps for all of my navigation needs for the last 10 years.   Since the update, I can’t trust that it is keeping up and giving me correct directions.   That has never been the case.   My family thought that I was losing my mind when I am telling them turn at the last second.  We use this app a lot when we are traveling across the country with our very large camper in tow.   It is very risky for us to make a quick turn and the app is filled with glitches that puts us at risk.  If I could reset the app to the pre-update, I would be thrilled.",1,Lets give clearing your phones cache and restarting your phone to possibly improve this issue for you like it has for others. More details on clearing cache can be found here:https://goo.gl/GW6uOo.
"The interface could offer a better way to end routes. Otherwise the app runs perfectly. My issue rests with how Google names their apps. Google is such a large, well-known company that it could simply place a “G” prefix before the utility name and it would be more aesthetically pleasing (GCalendar). It’s unnecessary to see Google Calendar, Google Maps, Google Photos, etc. on the same homescreen. Google named Drive... Drive. They could do the same with all of their apps.",0,
I used to really like Apple’s Maps until some idiot updated it so now you can’t get rid of the Favorites pane in landscape mode. It obscures half the map. Now you can never see more than about 1.5 inches of map in either portrait or landscape mode. I guess this is what happens when you legalize pot as we did here in CA. Surely the developers are smoking SOMETHING. This app seems to work very well.,0,
"I have always used Maps with my iPhone,   But recently family was in South Africa for three weeks and we drove everywhere so I decided to try this app. It saved us, even in remote areas around Sun City. We reached our destinations without a problem. In Johannesburg it even suggested alternative routes to avoid traffic. I will now explore this app some more to see what else it can do.",0,
"When you think about how ubiquitous Google Maps has become in our lives, and the depth of its features, you begin to realize: this has to be one of, if not the, best pieces of free software out there. Decades ago, a service like this would have had a steep fee. Now, we get this, and regular maintenance and polish. The new UI is a welcome improvement which is not only aesthetically pleasing but easier to use.",0,
Now that Google Maps is available through Car Play i would prefer it to the Apple Map app while driving but Apple has a few things that Google doesn’t: a companion Apple Watch app and Speed Limits on the screen. I find both of them useful. The Apple Map watch app chimes and vibrates (different sounds for Right and Left etc.) so I don’t have to look at a display to know which street to turn into.,0,
We have a RV Have traveled over 22 states and if you see us out with 100% success rate so easy and I love the fact that it tracks and keeps mention of places we’ve been so I can further comment on them and remember the ones we love and then once that maybe didn’t live up to what we thought but thank you for all the advice and mini more road trips to come❤️👍,0,
"Every new update, designed to give advertisers a leg up and us users slap in the face, this once great app is daring Apple Maps to finally become competent and replace it. It’s horrifying to open this app and see McDonald’s and Jimmy John’s icons all over it for no reason other than a few ad dollars. And I always get to swipe away the “what’s nearby” crap on open. I beg Apple to become competent so I can replace Google Maps once and for all. How they’re going to do that w/o the garbage reviews from Yelp is beyond me, though.",0,
"I used it in familiar routes and often found that Google Maps automatically routes me toward tolls. And I wish I could tell you because it was the faster route but time and time again that wasn’t the case. However, the reason I gave 4 stars was because of how incredibly easy and convenient using this app has been. In one day, I traveled from plane to bus to subway to boat and Google Maps was with me every step.",0,
I favor this app over others until recently. When I go to drop a pin for myself it doesn’t let me label it anymore. This happened after the last update. I work around different locations all the time and I drop a pin and label them accordingly. Now I can’t do that. I have to find a work around and mark places as stars. Sometimes the stars won’t even show up in the stars list. Can’t label the stars with names. This app was so good for what I needed. I hope all this gets fixed. iPhone 8 Plus. If that helps.,0,
I used to love google maps but for a while now it’s had some glitches of not staying on course. For example you’re about to go to your exit then it says something else so you don’t know what’s going on and you’re looking at your phone too much. I’ve tolerated this until I missed my exit by taking a different route google maps put me on and not just ended up being 15 min late for work but also almost got into a car accident and ended up using up extra gas that I could have had for something else. If you value your safety and punctuality DO NOT USE THIS APP.,0,
"Update: Google corrected the issue and traffic on the map is back to working as awesomely as ever! Original: The latest update requires turning traffic on every time you open the app. Seeing as traffic is one of the main features people use the app for, this is a horribly inconvenient feature that needs to be fixed. Once traffic is on, it's a great map app.",1,"Thank you for letting us know about this issue, and your patience as we fixed the problem. We appreciate it! With the latest update, Google Maps should now be working as usual."
"I had this app on my androids my whole life. I switched over to apple and this app does not work!!! Every time I would get directions to some where, the directions/navigation starts somewhere completely different. I deliver for Door dash and on the app I can click navigate and it'll take me to google maps and it never loads. I have to exit and try several times for it to show me the customers address on google maps and when it finally does, the starting point is no where near where I'm at. It will show me in the correct spot, but it'll start from the previous destination. Most of the time.",0,
"I use My Maps to plot directions when I ride my motorcycle. Everything worked fine until the last update. My map will still come up in the Google Maps app but the blue navigation line is missing. I can’t find any info to fix it. I’ve tried restarting my phone, re-installing the app, and trying to download a previous version (apparently Google has made this impossible to do. I tried sending feedback but a pop up appears saying it’s not available in my region. Come on Google, I live in the southern United States, not a third world country. Am I the only one having this issue?",1,"We appreciate you letting us know about this issue, and we thank you for your patience as we worked on the problem. With the latest app release, this issue should be fixed and should now be working as usual."
I went to eat at that fast food restaurant and the manager who was at 9:30 at night served us takeout food when it was to eat at the restaurant and incidentally told us that it was closed for us to leave.  5 minutes later she left the restaurant leaving the employees inside and she left.  many customers went through the car service and did not attend them,0,
"There’s been way too many times where my Maps will not load stating it’s off-line. I am either on WiFi or have service and still cannot connect often. This is an issue when I’m driving in areas I don’t know and it takes 15+ minutes to finally connect online. I hope an update can figure whatever issue this is, because I used to be incredibly happy with this app. Having to use the standard map app on my iPhone too often to get directions now. :(",0,
"I’ve been using this app for years and didn’t have any problems with it it until two updates ago. Now when I look up anything there’s NEVER A PHONE NUMBER FOR THE BUSINESS. Now I have to go to the internet, go to google then retype what I’m looking for just to call a business. Put the numbers back. Every entry on the app says “enter a phone” but when I’m on the internet the phone numbers right there. It’s irritating.",0,
"I like the layout, I like the reviews, and I use it multiple times a day. But it’s extremely inconvenient when the route changes as I am driving. Dangerous, even. For example, I’ll be waiting to make a turn at a light, but GoogleMaps will preemptively decide (at the last moment) that I have already missed the turn and begin reciting a new route that I did not initially choose to take. Be weary of this if you are particular about the routes you choose.",0,
The cta bus information is the worst. The app could be saying that the bus is going to be there in 2 minutes and it ends up getting here after 20 minutes! I am not even exaggerating. The routes it shows to get to a destination are also not very well calculated because there always ends up being a faster and quicker alternative route. I don’t know what algorithm the developers are using currently but I feel like it could be much better. All that said I still use the app I don’t see how I couldn’t I just wish it was better.,1,"Thank you for your review. Please keep in mind some transit stations show real-time departures while others show a schedule of departures. For more information on the transit layer, please copy and paste this Help Center link into your browser: https://support.google.com/maps/answer/6142130"
"To start, my phone and app are up to date on the latest software. Google Maps is usually my go navigation tool. I’ve removed it and downloaded it again to attempt to fix the problem I’m having. Even with full service it does not recognize where I am or where I’m going. It will jump around from street to street if I’m stopped and then will completely turn me around at the last second. It will not register when I’m moving. I’ve tried to rule out everything that could be the issue: overheating, low cell service, old version of the app etc but to no avail my app is still failing to work and do its job. Hopefully I can use it again in the future but until further notice I will be using something else. My last trip wasted about 1.5 hours of my time due to rerouting in an unfamiliar location.",1,Thanks for your review! Check out some tips from our Help Center on how to improve the apps speed as this is the likely cause of what you are seeing: https://goo.gl/GW6uOo
This app was definitely my go to navigation app until some recent updates. Now when I start a trip it will say 1hr to destination when it’s a twenty minute trip. I have to end the route the restart it to fix it. Also it’s been all over the place with correct positioning. Not sure what they did but it’s not nearly as good as it was before the updates. Please fix these issues. I will still use the app but it’s frustrating lately. If these issues get fixed then this would be a 5 star app for me.,1,Thanks for your review! Check out some tips from our Help Center on how to improve the apps speed as this is the likely cause of what you are seeing: https://goo.gl/GW6uOo
"Ok so I see they moved the button to switch to satellite view to the upper right hand corner. I like this, makes it more convenient. But then why do they change this method when in navigation mode? now I have to swipe up, scroll down, then hit a toggle switch, then swipe back down again to get back to the map... where’s the consistency? Not to mention this is more dangerous while driving. Why would you make this button easier to find in one view but harder to find in another?!?",0,
I wonder why they keep turning traffic off when you leave the app? It is so annoying to have to turn traffic on every time you open the app. Perhaps you could fix that again with the next update and make sure you leave that feature alone for future updates. This isn’t the first time this happens with updates.,0,
"Whenever I swipe down slightly to view information on store hours, the page pops down so that the image posted is in full view. This interrupts my reading of store hours, as the text that was at eye level, is now at the bottom of the page. Please fix. I want continuous, fluid reading of the page’s information.",0,
"I’ve noticed recently that google maps doesn’t actually bring me fully to my destination. It will tell me “it’s on the left” but doesn’t tell me I need to take a road or turn to get into the parking lot. I end up driving in a circles to get back and pull in where it didn’t tell me originally. I wish there was a good way to suggest that the map was wrong in the app, but there isn’t... there should be a simple way to submit a suggestion where I can write that it didn’t take me where I needed!",0,
"I'm not sure what happened to Google Maps, but it majorly failed me on a trip to Cleveland this past weekend. As in it would tell me to take an exit only to have me make a U turn and go back to take a different one, repeatedly. Setting it to avoid tolls usually works great, but I lost over $20 to tolls on my way home after it randomly decided to reroute me onto the major OH-PA toll highway. It also periodically didn't announce turns so I'd miss them. It was very frustrating, especially since it's usually spot on. I'm hoping it was just a bad update that will be fixed soon.",0,
"Angel View is a great thrift store. There prices are super reasonable and often priced to move quickly. They have a great variety of items. Items such as furniture, electronics, appliances, kids toys, glassware, and of course clothing and shoes. The staff is helpful and friendly. I donate and buy here. Spread the word to donate here. Great place for costumes. They stage the store during certain holidays. I recommend Angel View it is very organized and items are clean.",0,
I love you idiots that criticize a great app like this. An incredible amount of money and work went into its development to get it to the point it is at now. Use it as a tool to get you someplace you have never been before. The app actually will make you stupid. If you didn’t have a smart phone would you be able to find a place with just an address? Probably not,0,
"Love google maps. Use it over other apps. One of the reasons I loved it so much was because it had a subway map view, which I used on a daily basis. The new update has taken that view option away, replacing it with a commute to work/home view that seems pointless. I loved google maps because it covered all of my travel needs without having to download other apps. Now I have to supplement what it doesn’t have by downloading other apps. Considering switching to Apple Maps.",1,"You can still find Bus and Train details from the transit layer. Some transit stations show real-time departures while others show a schedule of departures. For more information on the transit layer, please copy and paste this Help Center link into your browser: https://support.google.com/maps/answer/6142130"
"I am a fan of Google. Have been for a long time. Google maps has improved so much over the last few years that it’s now my #2 favorite map app.   Google bought my absolute favorite Waze.  So they’re the best all around.  I appreciate the reviews of places, crowd sourced pictures and details of wherever I am headed or may decide to go.  Well done Google.",0,
"I dont understand why people design with clever, trendy notions yet with no clue what the people really need. Fast, clear, and non complicated! With maps showing most traveled street names and updated information both in new areas along with updated satellite maps. The more clicking you have to do, the more abuse to the neck and fingers. When did it become smart to have to spend double time getting to resources?😜 And why do we have to jump hoops to the third page to find the actual place you typed in?!!",0,
"Update, Oct. 2018: The new update with this “explore” thing is ridiculous. The last thing I want when opening of all things a map app to navigate somewhere is to have to dismiss a pop-up / pop-over prompting me to “explore my city.” No, Google, I just want to get where the hell I’m going. If I want to find new places I’ll....oh, I dunno...Google it maybe? Please revise this app so that “Explore” isn’t constantly in your face &amp; cluttering the app. Awful design. *** This app won't pull info from my contacts on my iPhone?? Update: I dropped this from two to one-star. Other than playing with it for a few seconds, I haven't touched this new Google Maps app. That it won't pull addresses from my contacts makes this app less than useless for me on a daily basis. Apple Maps isn't that bad, but I did prefer the colors &amp; look of Google Maps....I guess I'll just wait until the next update which will hopefully include integration with my idevice's contact list.",0,
"I’ve been a huge google maps supporter ever since I was able to use it. Unfortunately the past 2 months I have had nothing but horrible issues with it. I am unable to see any ‘roads or street’ on the map at all. I was hopeful that this update today would fix it, but alas it has not. I am unfortunately forced to use a different map/gps program until this major issue is resolved. Please Google, address this issue and I will be more than happy to re-write my review with 5 stars. Im using an iPhone 6s+ running iOS 12.1.2",0,
I used this for over the road trucking at times when my truck gps can’t find a new location what I hate about this app is something it use to do but stop doing.  I have certain address they I may go to more they once in a month or two but it was that all I had to do is start the address and the app would guess to a search I once did,0,
Why have all my favorite pins disappeared on the map ? They are still in the favorites text section but do not appear on the maps ?? This is a problem I had and I tried to fix by deleting the app from my phone and re downloaded it ! It worked temporarily! Second time not so much third time was a charm ! It’s still working but Let’s see how long  that lasts !,0,
"I primarily use this app with my car’s CarPlay interface.  It provides a better visual experience than Apple Maps, some of the routing appears to be more efficient - even though it only saves me a minute or two in most cases, and the cross-platform (think: desktop browser) portability of my locations, reviews and preferred routes really puts it over the top.",0,
"Has anyone else noticed that the app freezes and then crashes multiple times before working, since the update? Thought it was my phone at first, but every other gps app (along with every non god app) works perfectly fine. It’s just Google Maps and it’s only been since the update. Really frustrating since this was my go to app for directions. If this keep up, it will be time to delete and find a new one :(",1,Thanks for your review! Check out some tips from our Help Center on how to improve the apps speed as this is the likely cause of what you are seeing: https://goo.gl/GW6uOo
"So I can’t search for businesses in other states anymore? I am specifically trying to find a 24 Hour Fitness in California for when I go on vacation next month, and the app won’t let me search there. Every time I type 24 Hour Fitness into the search bar (even when zoomed in on California) it will only show me the location by my house. When I slide the map back to California, the “Search This Area” button is no longer there. Only “Show similar places”, which shows me other gyms near my house. I swear every time they update this app it gets worse and worse.",0,
"I like the “Commute” button in the App.  However, please add a function (within Commute) that allows a self-defined alternate-route, so that Google Maps users can have their own favorite commute route for comparison with the optimal routes provided by Google Maps. Because the “Fastest” route provided by the app may often have poor road conditions (such as too bumpy to drive on).  Thank you so much for your attention!",1,Thank you for your review! Sorry to hear about this issue. Please copy and paste this Help Center link into your browser for some steps that might help improve your location accuracy: https://goo.gl/XlhhQr
"This app was super hard to use, I could not get out of the preview mode. I had to google how to get out of preview. Now, so far, probably until another update it is working great. My question is: Why make it so complicated, make it simple and more people would be happy to download and use it.  The people that build the apps should hire people that would use it on a daily basis to use it and give the feedback on how user friendly it is. Just my thoughts and comments. Thank you for asking",0,
My husband and I are truckers and bought an expensive GPS made for truckers so we don't go down roads with low bridges. Of course it stopped working 4 months later. We use Google sometimes but it will send us down roads trucks can't go. But Google always works. We would love it if Google had a map for truckers. Please Google can you make it so we can use Google maps and but in for an 18 wheeler pls.,0,
"**Update-Google has fixed this and now it works great!! ** I love using google maps and have used it for years.  However, when it was updated last week the traffic feature will no longer stay on. Every time I leave the app and go back I have to turn it back on. Very annoying!",1,"Thank you for letting us know about this issue, and your patience as we fixed the problem. We appreciate it! With the latest update, Google Maps should now be working as usual."
"Not sure whether it’s Apple, or Google. But when I have used this program for needing directions at a critical moment it’s worked without failure, up and till now. The app - during routing - acts like it’s guiding you...but stays in place! It’s so frustrating! Yes, it’s very nice that google at least gives you “map instructions” Incase real time guidance fails but still. This really stings!",0,
"Wow, just like the title says though. I’m even amazed at how badly the navigation can completely throw me off the correct route. It wasn’t as big of an issue for shorter trips, but once I left the state and was depending on this app to get me places on time, all hope was lost. Google, Inc., sirs, guys, ladies, whatever: You have he capability to create a search engine and multiple different apps as standalone productivity tools, but you can’t figure out how to make a blue line appear and stay on the correct route? What about the multiple, MULTIPLE DETOURS that I was told by locals had been there for at least a couple months? I connected to WIFI every time I was ready to leave the house, to no avail. This app doesn’t pop up with alternate routes to bypass detours and road closures. Really, Google, please for the love of my cat who hates being in the car in the first place, won’t you fix your app? Thank you, An Ultra-Confused Driver",0,
"What is with this app lately??? It keeps having a brain freeze while giving me directions and it forgets where I am. I’ll be going straight on the highway and google maps suddenly thinks I’m on a perpendicular road 200 feet to the right. This is extremely counterproductive and I basically have to figure out directions without the use of the app, which is impossible bc I’m using the app FOR DIRECTIONS. Can someone please respond so I know you’re at least aware of this issue and working on it?? I tried deleting and reinstalling. Nothing helps. I never ever had this problem until the update this year. Not good, google. Not good.",0,
"So apparently Google assumes their programs never fail because they don’t seem to offer any way to get technical support. But the latest update of Maps is totally broken. It will start as if it is working, but then it just freezes with the arrow pointing in the wrong direction, and does not progress as I move/drive. If I exit the directions and start again, it will give instructions that were ½ mile behind where I currently am. It is now worse than useless because if I didn’t already know where I was going, I would get totally lost or cause an accident.",0,
"For the past month I’ve had a problem where when leaving home I enter my destination to find the quickest route once I’m on my way I’ll end route since I know my way. Anytime I re launch google maps to make sure I’m still on the quickest route or if there was an accident etc if had my starting point when j originally started from and not my current location. I’ve tried closing the app and reopening and even resetting my phone and nothing works. Very frustrating and inconvenient. Although Apple maps has its own host of issues at this point it’s more reliable, and that’s not saying much!",0,
"I’ve used Google Maps for many years, but it’s no longer helpful. I only get alerts about where to turn if my phone is unlocked and I have the app pulled up. If I go to another app or lock my phone there’s no navigation at all. It’s also gotten bad about thinking I’m on the wrong road (like a frontage st vs the interstate). Sometimes even when I have the app open it waits until the last second to tell me to turn so it’s too late to get in the correct lane. I hope google fixes the issues so I can use google maps again, but if not, I’ll probably delete the app from my phone.",0,
"The most recent update removed my preferred settings and forced me through FIVE tolls. Google maps is great for full map, street view, and reviews. What google maps isn’t good for is updated traffic and construction. Take some pointers from Waze and allow your users to interact more so that other users can know where traffic and construction and road blocks are so you can offer alternative routes. Also, please put out a notice that updates reset your settings!!! NOT COOL!!!",0,
"Google Maps by far is the best comprehensive Ap. Besides GPS, find local restaurants, coffee shops, etc, now conveniently placed. Instant photos, reviews filtered per type, rating, and proximity. No need to search throughout the map. Transit GPS makes alternative routes. GPS is in real time and will allow you to take a faster route. Now available to save maps offline. Many more features!",0,
Almost Everything is out of order witch meaning the fact that when I’m on one street it will skip to another street and the street pictures aren’t even accurate when I’m scoring on one street it would it would look like its skip but it’s not (and I know you just worked on street view for the 2018 year) but in some area like Detroit and any other cities. But at least the quality of it is even better this year :D,0,
"After updating to iOS 12, Apple CarPlay now has the Google Maps app available for the in-dash navigation. While this is a wonderful feature, Google maps now spontaneously stops navigating while en route. This is a showstopper; I expect other users to be forced to switch to another navigation app as well until this can be fixed.",0,
"Pros: pretty reliable Cons: Google maps used to get me from point A to B with zero mistakes. However, lately it doesn’t give voice guidance when you’re close to your destination. I remember it would used to say “in 100 feet your destination is on the left”. Now, it doesn’t say anything and I’ve passed my destination so many times. Also, it’ll mistake you as being on a service road instead of the highway. I’m not sure how when I’m driving 70 miles an hour.",0,
Thank you for responding to Google maps I will be using this from now on thank you for your patience and your time and thank you for responding to every friendly neighborhood Google maps agent and I am in review right now I Google Maps five star rating today because I didn’t even have to open it one time and exactly where I was going thank you,0,
I used to be able to see my saved pin drops and my labeled pin drops actively all the time. Now after this last update it has disappeared. Please make it so I can see all that once again. It really helps me to do my job easier as a truck driver in the oil field! Perhaps you could at least make it optional so the user can visually see them or not see them.,0,
"I’m new to the Katy area, &amp; find some areas difficult to navigate!  I came from the Bear Creek area, had to move since my home was flooded from Hurricane Harvey, and lost just about everything we owned!  Only came to Katy Mills Mall once in awhile, and my husband use to do most of the driving, at the time!  So the google map has helped some to let me know how to get to a place I need to get to......",0,
"Been most helpful for better than my old days of opening a map over the steering wheel “Happy Birthday” far better than trip maps old past. Indicating the lanes available for off the freeway a big plus. Now if only drivers are were more courtesies, I turn on a blinker in LA Freeway what was open lane to the side instantly blocked like a football game. I enjoy the app and Happy Birthday",0,
"The rooms are comfortable, not the best I have stayed in but ok for the price. Pool and spa were not available 😢. I was looking forward to using the hot tub after a long day. I would have given them 4 stars if it was available. Breakfast was average. Staff were friendly and helpful. I will probably stay here again because of the economy. One other thing was it was difficult to find after a long drive and arriving at night. Not so bad during the day when I could see the turn off.",0,
"There has been numerous occasions where 1) Google maps refused to load the correct route (bc they miscalculated my current location); 2) glitched and exited the app for me; 3) froze and made me restart the app 3+ times to get it running properly.I always rely on Google Maps for any sort of bus, car, or walking navigation day-to-day, so it is extremely frustrating in the moment to see my most frequently used app crash this often. I also hate how the navigator arrow never accurately settles my compass in the right direction.",0,
"I switched my maps APP from the IOS mapping to this Google Maps one and it was a huge mistake. The volume is low, and they don’t have more than 2 direction options... making rerouting directions a total mess of time. I traveled in the wrong direction and instead of heading back to where i came from, i drove ALL THE WAY AROUND! A 10 minute drive turned into a 30 minute drive because of course it took me THROUGH the very busy traffic. I’m going back to the IOS one. At least it gives roadside warnings. Be safe driving everyone, hope this helps!",0,
"With one of the recent updates you cannot look through an album to find photos to upload while making a review and this is extremely inconvenient for me as I have thousands of photos and I keep them all organized in my folders, so it would be nice to have this ability back. Also while writing a review most photos don’t appear in the suggested photos area which would be nice if it were more accurate.",1,"Thanks for the review. Please submit your feedback through the application: open maps, select ☰ (Side menu top left corner) &gt; Send feedback &gt; Your opinions about Maps &gt; Submit. This will ensure your feedback is sent directly to the teams that can use your ideas."
I hope one day Google makes an option to set vehicle type and more options. I drive a Class A Truck and Google Maps is highly known to be wonderful for Class C vehicles and B; but only puts you in the vicinity of the place for a Class A. And also takes you on roads and freeways/highways where Class A vehicles are prohibited. Would be 5 Stars but I think Google can do better. Otherwise it’s a necessity more than a great app.,0,
My facial done by Andrea was the best I’ve had in a long line of facials. Andrea is the most kindest women I’ve ever met in the field of Estheticians and the field is large and growing everyday. So my advice to all you women out there please stop by or call Rea Spa in Naperville and make an appointment with Andrea. You will love her talented works of art of making women feel more beautiful than ever imagined and beyond a shadow of a doubt you will return and find your new Esthetician in Andrea. ❤️,0,
